Machine Module,SSA3021X Plus,3.2.2.6.0R10,,,,,,
Y Axis Scale,LOG,,,,,,,
Y Axis Unit,dBm,,,,,,,
Impedance,50,,,,,,,
Number of Points,751,,,,,,,
PreAmp State,OFF,,,,,,,
Ref Level,5.00E+00,,,,,,,
Attenuation,25,Auto,,,,,,
Sweep Time,13771493,Auto,,,,,,
Start Frequency,5.00E+04,,,,,,,
Stop Frequency,5.05E+08,,,,,,,
Average Type,Log Pwr,,,,,,,
RBW,1000,Manual,,,,,,
VBW,1000,Auto,,,,,,
Sweep Type,Continuous,,,,,,,
Sweep Mode,Speed,,,,,,,
Sweep Rule,Auto,,,,,,,
Trigger Source,Free Run,,,,,,,
Trigger Level,0.00E+00,,,,,,,
Trigger Edge,Rise,,,,,,,
Marker,1,2,3,4,5,6,7,8
Marker Type,Normal,Off,Off,Off,Off,Off,Off,Off
Marker on Trace,A,,,,,,,
Marker Read Out,Frequency,,,,,,,
Marker X Axis,49871733.33,,,,,,,
Marker Ampt,0.32059399,,,,,,,
Trace Math,OFF,,,,,,,
Trace Variable X,Trace A,,,,,,,
424881267,-77.47,,,,,,,
425554533,-78.34,,,,,,,
426227800,-78.68,,,,,,,
426901067,-77.07,,,,,,,
427574333,-78.71,,,,,,,
428247600,-76.95,,,,,,,
428920867,-79.27,,,,,,,
429594133,-78.85,,,,,,,
430267400,-78.38,,,,,,,
430940667,-77.93,,,,,,,
431613933,-77.17,,,,,,,
432287200,-78.4,,,,,,,
432960467,-78.17,,,,,,,
433633733,-79.15,,,,,,,
434307000,-77.6,,,,,,,
434980267,-78.45,,,,,,,
435653533,-79,,,,,,,
436326800,-77.21,,,,,,,
437000067,-76.54,,,,,,,
437673333,-77.72,,,,,,,
438346600,-78.02,,,,,,,
439019867,-77.9,,,,,,,
439693133,-77.97,,,,,,,
440366400,-78.01,,,,,,,
441039667,-78.45,,,,,,,
441712933,-78.06,,,,,,,
442386200,-78.88,,,,,,,
443059467,-77.93,,,,,,,
443732733,-78.37,,,,,,,
444406000,-78.28,,,,,,,
445079267,-77.9,,,,,,,
445752533,-77.56,,,,,,,
446425800,-77.88,,,,,,,
447099067,-78.35,,,,,,,
447772333,-77.22,,,,,,,
448445600,-78.18,,,,,,,
449118867,-78.45,,,,,,,
449792133,-78.76,,,,,,,
450465400,-76.87,,,,,,,
451138667,-78.74,,,,,,,
451811933,-77.37,,,,,,,
452485200,-78.4,,,,,,,
453158467,-77.27,,,,,,,
453831733,-78.42,,,,,,,
454505000,-77.31,,,,,,,
455178267,-78.51,,,,,,,
455851533,-77.9,,,,,,,
456524800,-77.95,,,,,,,
457198067,-78.52,,,,,,,
457871333,-77.77,,,,,,,
458544600,-78.19,,,,,,,
459217867,-78.01,,,,,,,
459891133,-78.64,,,,,,,
460564400,-76.74,,,,,,,
461237667,-77.72,,,,,,,
461910933,-79.03,,,,,,,
462584200,-79,,,,,,,
463257467,-78.32,,,,,,,
463930733,-78.9,,,,,,,
464604000,-78.68,,,,,,,
465277267,-78.22,,,,,,,
465950533,-77.61,,,,,,,
466623800,-78.9,,,,,,,
